Ratio,Value,Ratio's Sigma
Ar39/40,-0.03812530269603695,0.00269419646020583
Ar36/40,0.02670770110185242,0.00148193105866204
Ar39/36,-1.4275022230720045,0.12177749437842131
Ar40/36,37.442383984544485,2.077566748461106
Ar38/36,-0.27548627714557566,0.048077889632524524
