Mass,Raw,Measurment,Measurement's Sigma
Ar36,0.001353702205439085,0.0008364109286144363,4.330990680465587e-05
Ar37,0.001277223341258438,0.0006159039374700831,3.300763964285721e-05
Ar38,0.0006780133559239059,-0.00023041973288786492,3.840207726411138e-05
Ar39,0.0013523067093397388,-0.0011939784599988275,8.094640879515386e-05
Ar40,0.04627270736170126,0.03131721915805115,0.0006244423611534021
