Mass,Raw,Measurment,Measurement's Sigma
Ar36,0.0007053970475687155,0.0001881057707440668,5.3430189530652066e-05
Ar37,0.0009701314176781048,0.0003088120138897499,3.428323634065925e-05
Ar38,0.0010296866289679102,0.00012125354015613942,4.08654278940159e-05
Ar39,0.002204308734404696,-0.0003419764349338705,9.22950022522812e-05
Ar40,0.04145918950584292,0.026503701302192803,0.0004293018015403279
