Mass,Raw,Measurment,Measurement's Sigma
Ar36,0.000698356585239768,0.0001810653084151193,3.914273005238821e-05
Ar37,0.0008362097021638673,0.00017489029837551237,3.475252937987666e-05
Ar38,0.0006366070473378824,-0.0002718260414738884,4.6482355628555745e-05
Ar39,0.0022939260839180344,-0.00025235908542053194,9.836759186040043e-05
Ar40,0.1258132312283241,0.110857743024674,0.0002769885316301891
